trade_date,ticker,regime_label,preferred_structure,confidence,reasons,px_close,vrp,vrp_z,squeeze_score,Options Implied Move,imp_move_pctile_20d,Hedge Wall,Call Wall,Put Wall,d_hedge,d_callw,d_putw,d_lowvol,has_walls,walls_days_since,w_tactical,1 M IV,Gamma Ratio
2026-02-03,INTC,BUY_PREMIUM,LONG_CALL,0.6431492456898987,vrp_z=-0.78; walls_context=ignored_far,48.8,-0.49029050839269994,-0.7762437140824888,0.17465483566856,1.8368093095657756,0.5833333333333334,,,,,,,0.3032786885245901,False,,0.0,0.5963231535133316,3.0588430332645644
2026-02-04,SHOP,BUY_PREMIUM,LONG_CALL,0.748049515661984,squeeze=0.67->downgraded(no_confirm); walls_context=ignored_far,119.36,0.09864294207276336,-1.6504126305165328,0.667604478432979,5.542537544346498,0.7058823529411765,,,,,,,-0.1980563002680965,False,,0.0,0.7356771306558442,0.3071146193256728
2026-02-06,GME,BUY_PREMIUM,LONG_CALL,0.6605649671306022,vrp_z=-0.92; walls_context=ignored_far,24.68,0.052490163423613734,-0.9213747260883518,0.22964904021440746,0.85712262539798,0.7368421052631579,,,,,,,0.1085899513776337,False,,0.0,0.550218547576183,1.7766027315547168
2026-02-09,GME,BUY_PREMIUM,LONG_CALL,0.7057462511962708,vrp_z=-1.30; walls_context=ignored_far,24.98,0.029212477675492454,-1.2978854266355897,0.2920242209930077,0.8289775913002193,0.7,,,,,,,0.13931144915932747,False,,0.0,0.5257602873886859,2.334748212172
2026-02-10,SHOP,BUY_PREMIUM,LONG_CALL,1.0,squeeze=0.69->downgraded(no_confirm); walls_context=ignored_far,118.38,0.07095695169890481,-2.5034152128431257,0.6907472591758276,5.408339598240979,0.25,125.0,126.0,100.0,-0.05592160837979392,-0.06436898124683228,0.15526271329616487,-0.11505321844906238,True,0.0,1.0,0.7238074358416273,0.725211637138758
2026-02-10,GME,BUY_PREMIUM,LONG_CALL,0.9330473294549794,vrp_z=-1.94; d_callw=-1.502%,24.63,-0.011299870700782866,-1.9420610787914947,0.5917266288697931,0.7888688388851844,0.65,18.0,25.0,5.0,0.269183922046285,-0.015022330491270849,0.7969955339017458,0.08647990255785623,True,0.0,1.0,0.5074319534899706,1.4523711385829323
2026-02-10,SOFI,BUY_PREMIUM,LONG_CALL,0.7751835651157694,vrp_z=-0.63; walls_context=ignored_far,21.35,0.09323661294226987,-0.6265297092980776,0.3749822231798917,0.7844187541543416,0.2,24.0,30.0,19.0,-0.12412177985948471,-0.40515222482435587,0.11007025761124127,-0.10070257611241211,True,0.0,1.0,0.5820864787853505,0.5249442890836196
2026-02-11,SHOP,SQUEEZE_UP,LONG_CALL,1.0,squeeze=0.74; d_hedge=+1.838%; d_callw=+1.052%,127.34,0.020682518138384842,-2.838166824366878,0.7385875354825475,5.852205990226769,1.0,125.0,126.0,120.0,0.018376001256478744,0.010523009266530575,0.057640961206219594,-0.2564787183917072,True,0.0,1.0,0.7281019279343701,2.3331370910368943
2026-02-11,GME,BUY_PREMIUM,LONG_CALL,0.8855173473730334,vrp_z=-1.55; d_callw=-0.806%,24.8,0.0027774973129768288,-1.5459778947752782,0.5098516635343454,0.7957946389024976,0.65,18.0,25.0,5.0,0.2741935483870968,-0.008064516129032228,0.7983870967741935,0.07258064516129036,True,0.0,1.0,0.5083780025859786,1.3799336279009218
2026-02-12,SHOP,BUY_PREMIUM,LONG_CALL,1.0,squeeze=1.00->downgraded(no_confirm); d_hedge=+3.207%,118.81,-0.10376845241321819,-3.368024730691844,1.0,4.597620784477416,0.05,115.0,126.0,100.0,0.03206800774345596,-0.06051679151586565,0.15832000673343996,0.15832000673343996,True,0.0,1.0,0.6130806000208375,0.3387095544394037
2026-02-12,GME,BUY_PREMIUM,LONG_CALL,0.9171305829110391,vrp_z=-1.81; d_callw=-3.348%; d_putw=+2.852%; d_lowvol=+4.919%,24.19,-0.026262459640533475,-1.8094215242586584,0.5032781175142013,0.7314544219059387,0.45,18.0,25.0,23.5,0.25589086399338573,-0.03348491112029759,0.028524183546920268,0.049193881769326216,True,0.0,1.0,0.4790588014161135,1.0384172544399686
2026-02-13,SHOP,BUY_PREMIUM,LONG_CALL,0.9814176165249721,squeeze=0.81->downgraded(no_confirm); d_hedge=-3.950%,110.63,-0.07249633573327885,-2.345146804374767,0.8068335539116238,4.588826976573049,0.05,115.0,145.0,100.0,-0.039501039501039545,-0.31067522371870204,0.0960860526077917,-0.31067522371870204,True,0.0,1.0,0.6571525426181579,0.450593517011462
2026-02-13,GME,BUY_PREMIUM,LONG_CALL,0.844837515340245,vrp_z=-1.21; walls_context=ignored_far,23.51,0.0038718143113939396,-1.2069792945020412,0.39200968163295563,0.770730235772868,0.5,18.0,25.0,5.0,0.23436835389196092,-0.06337728626116539,0.787324542747767,0.06422798809017445,True,0.0,1.0,0.5193823532688026,1.1393123909481908
2026-02-17,SHOP,BUY_PREMIUM,LONG_CALL,1.0,squeeze=0.87->downgraded(no_confirm); walls_context=ignored_far,112.67,-0.14910856042446452,-2.51868291376505,0.8724505240515361,4.192702411231061,0.05,120.0,145.0,100.0,-0.06505724682701694,-0.28694417324931215,0.11245229431081923,0.11245229431081923,True,0.0,1.0,0.5895534241691107,0.2277267842757731
2026-02-17,GME,BUY_PREMIUM,LONG_CALL,0.8684706093628445,vrp_z=-1.40; d_lowvol=+4.580%,23.58,-0.01753232130134197,-1.4039217446903705,0.42879218720557116,0.7410689446625219,0.45,18.0,25.0,5.0,0.23664122137404575,-0.060220525869380905,0.7879558948261238,0.04580152671755718,True,0.0,1.0,0.4979115899189286,0.9173513766675968
2026-02-18,GME,SQUEEZE_UP,LONG_CALL,1.0,squeeze=0.78; d_lowvol=+1.118%,23.26,-0.09347276373354718,-2.13001287606059,0.7756008941455349,0.655148235087975,0.25,18.0,25.0,5.0,0.2261392949269132,-0.07480653482373166,0.7850386930352536,0.011177987962166876,True,0.0,1.0,0.4462387570291826,0.4748281817656642
2026-02-18,SHOP,BUY_PREMIUM,LONG_CALL,0.9533988466944466,squeeze=0.77->downgraded(no_confirm); walls_context=ignored_far,113.54,-0.15232851265864156,-2.1116570557870546,0.7738190912094589,4.365163748826191,0.1,120.0,145.0,100.0,-0.056896248018319474,-0.27708296635546936,0.11925312665140043,0.11925312665140043,True,0.0,1.0,0.6091006629615408,0.2775303554965779
2026-02-18,PLTR,BUY_PREMIUM,LONG_CALL,0.8313013338056304,vrp_z=-1.09; d_hedge=+2.270%,133.02,-0.17069999999999996,-1.094177781713586,0.34664000088555685,4.5926869911,,130.0,150.0,120.0,0.02270335287926635,-0.12764997744700035,0.09788001804239971,-0.16523831002856704,True,0.0,1.0,0.547,0.9955
2026-02-19,SHOP,BUY_PREMIUM,LONG_CALL,0.9750460377364601,squeeze=0.71->downgraded(no_confirm); d_hedge=+1.348%,121.64,-0.23676691331193667,-2.2920503144705004,0.7078469537210382,4.308092755953619,0.1,120.0,145.0,100.0,0.013482407102926674,-0.19204209141729695,0.17790200591910557,-0.1262742518908254,True,0.0,1.0,0.5611074772490398,1.2098548397664184
2026-02-19,GME,BUY_PREMIUM,LONG_CALL,0.8462643995929998,vrp_z=-1.22; d_callw=-4.734%; d_lowvol=+1.550%,23.87,-0.033472269349869965,-1.2188699966083307,0.5905820016660105,0.7496631615704445,0.45,22.5,25.0,22.0,0.0573942186845413,-0.047339757017176326,0.07834101382488483,0.015500628403854251,True,0.0,1.0,0.4975665466594283,0.0506969750649957
2026-02-19,PLTR,BUY_PREMIUM,LONG_CALL,0.8317252811492809,vrp_z=-1.10; d_hedge=+3.974%; d_putw=+3.974%,135.38,-0.17600000000000005,-1.0977106762440065,0.3406749021549015,4.5348839235,,130.0,150.0,130.0,0.03973999113606142,-0.10799231791992912,0.03973999113606142,-0.07105924065593149,True,0.0,1.0,0.5307,1.0631
2026-02-20,SHOP,BUY_PREMIUM,LONG_CALL,0.9236687488241324,vrp_z=-1.86; d_hedge=+3.109%,123.85,-0.22111283297096274,-1.8639062402011028,0.5663794932697833,4.409049535119876,0.2,120.0,145.0,100.0,0.031085991118288206,-0.17077109406540175,0.19257165926524017,-0.05773112636253537,True,0.0,1.0,0.5640094613234089,1.6008922161964974
2026-02-20,GME,BUY_PREMIUM,LONG_CALL,0.8175770069045057,vrp_z=-0.98; d_callw=-0.376%; d_lowvol=+1.715%,23.91,-0.02207327679512916,-0.9798083908708808,0.5210486652182623,0.7491308545638,0.4,22.5,24.0,22.0,0.05897114178168131,-0.0037641154328732686,0.07988289418653284,0.01714763697197826,True,0.0,1.0,0.4963814357530022,1.121787131379815
2026-02-23,SHOP,BUY_PREMIUM,LONG_CALL,0.8887943049924356,vrp_z=-1.57; d_hedge=+4.913%; d_lowvol=+0.951%,126.2,-0.2099028158690709,-1.5732858749369631,0.4960924434894456,4.349492219065844,0.15,120.0,145.0,100.0,0.04912836767036452,-0.1489698890649762,0.2076069730586371,0.009508716323296378,True,0.0,1.0,0.5460301523507145,2.664428444871041
2026-02-23,GME,BUY_PREMIUM,LONG_CALL,0.8556788486160153,vrp_z=-1.30; d_lowvol=+1.835%,23.43,-0.06032492614381901,-1.2973237384667933,0.6141153648930712,0.6878888565903701,0.2,18.0,25.0,5.0,0.2317541613316261,-0.06700810926163041,0.786598378147674,0.01835253947930003,True,0.0,1.0,0.4651396993154603,0.1114839395495047
2026-02-23,PLTR,BUY_PREMIUM,LONG_CALL,0.8074987260077211,vrp_z=-0.90; d_hedge=-0.562%; d_callw=-2.780%; d_putw=+3.875%; d_lowvol=-2.041%,135.24,-0.1745,-0.8958227167310088,0.304780111264477,4.3995894717,,136.0,139.0,130.0,-0.0056196391600117634,-0.0278024253179532,0.03874593315587111,-0.020408163265306055,True,0.0,1.0,0.5154,0.9678
2026-02-24,SHOP,BUY_PREMIUM,LONG_CALL,0.8585194343696625,vrp_z=-1.32; d_lowvol=-4.025%,117.28,-0.1946998333942097,-1.3209952864138534,0.48903183414756607,4.628238486671348,0.4,110.0,145.0,100.0,0.0620736698499318,-0.23635743519781718,0.14733969986357437,-0.04024556616643928,True,0.0,1.0,0.6252147198527811,1.135537671181544
2026-02-25,INTC,SELL_PREMIUM,BULL_PUT_CREDIT,1.0,vrp_z=2.91; d_hedge=+4.597%; d_putw=+4.597%,46.12,-0.0031555608892424036,2.9061805439798283,0.17148996272645856,1.852129667558136,0.75,44.0,50.0,44.0,0.04596704249783169,-0.08412836079791854,0.04596704249783169,0.30615784908933213,True,0.0,1.0,0.6362378647685072,1.1156485410818908
2026-02-26,INTC,SELL_PREMIUM,BULL_PUT_CREDIT,1.0,vrp_z=2.31; walls_context=ignored_far,46.9,-0.012933177091225323,2.306359891145049,0.1723726526570821,1.815529888582165,0.6,44.0,50.0,44.0,0.06183368869936031,-0.06609808102345419,0.06183368869936031,0.2110874200426439,True,0.0,1.0,0.6132929642816043,0.8023197388419843
2026-02-27,INTC,SELL_PREMIUM,BULL_PUT_CREDIT,1.0,vrp_z=2.03; d_hedge=+2.155%; d_putw=+3.254%,45.48,0.0021083326283581894,2.027195412435282,0.1958463181754138,1.729104790858224,0.35,44.5,50.0,44.0,0.02154793315743177,-0.09938434476693059,0.032541776605101075,0.17546174142480206,True,0.0,1.0,0.6023352506940819,0.8087730777312588
2026-03-02,INTC,SELL_PREMIUM,BULL_PUT_CREDIT,1.0,vrp_z=1.79; d_hedge=+3.530%,45.61,0.009424239726696149,1.7919738438853077,0.23079744172716532,1.7274704300636867,0.35,44.0,50.0,35.0,0.035299276474457346,-0.09625082218811666,0.23262442446831835,0.25454944091208065,True,0.0,1.0,0.6000507350032666,0.9851806132115845
